"전라남도","총인구수 (명)",97445,112811,79427,47209,20017,7368,1630,617,99539,109376,84026,49887,20847,8579,1640,671,103500,104788,87804,52609,23846,8765,1795,701,107180,100599,90223,55564,26626,8906,1986,753,109451,96220,93770,58952,28418,9211,2135,759,109580,92741,100108,62531,30619,9612,2521,739,108152,95217,97229,66506,32331,9931,2991,775,110253,98870,93560,69901,34684,11541,2944,795,116419,102724,90182,72425,37193,13057,3010,870,121006,104632,86390,75612,39878,14204,3012,464
"전라남도","남자인구수 (명)",44588,46488,28962,14418,5256,1454,241,65,46427,45392,30824,15205,5594,1639,238,74,49105,43781,32592,16183,6287,1738,279,78,51574,42580,33784,17596,6767,1826,304,88,53151,41495,35701,18897,7217,1857,332,97,53459,41111,38713,20252,7901,1941,389,96,52844,43265,38004,21834,8371,2088,427,108,54027,45766,36978,23376,9098,2471,460,117,57527,48265,36114,24536,9999,2683,496,122,60171,49697,35452,26065,10852,2925,497,50
"전라남도","여자인구수 (명)",52857,66323,50465,32791,14761,5914,1389,552,53112,63984,53202,34682,15253,6940,1402,597,54395,61007,55212,36426,17559,7027,1516,623,55606,58019,56439,37968,19859,7080,1682,665,56300,54725,58069,40055,21201,7354,1803,662,56121,51630,61395,42279,22718,7671,2132,643,55308,51952,59225,44672,23960,7843,2564,667,56226,53104,56582,46525,25586,9070,2484,678,58892,54459,54068,47889,27194,10374,2514,748,60835,54935,50938,49547,29026,11279,2515,414
"경상북도","총인구수 (명)",118081,131993,97170,54500,24828,8514,1854,579,121487,132824,101650,57887,26706,9288,1947,628,127526,128403,106769,63403,28792,9661,2106,692,136584,122051,107712,69146,30749,10399,2259,734,145050,116069,109699,74283,33119,10913,2473,811,153190,112395,117719,77582,36206,11978,2798,813,157402,116068,118968,81441,38640,12891,3081,858,164125,122471,115492,86363,42814,14117,3106,927,177478,131227,110184,87876,47171,15445,3341,993,190332,139126,105025,89949,51014,16860,3453,553
"경상북도","남자인구수 (명)",54351,55557,36739,17276,6830,1891,356,117,57471,56111,38659,18663,7180,2056,366,115,61727,54356,41016,20674,7618,2158,392,135,66615,52270,41626,23002,8034,2310,427,148,70772,50718,42799,25049,8685,2422,455,171,74481,50499,46526,26376,9779,2641,499,181,76348,53758,47301,27928,10651,2771,552,181,79869,58054,46346,30003,12013,3008,559,197,86177,62666,44810,30755,13536,3237,594,212,93175,66410,43737,31935,14756,3624,557,61
"경상북도","여자인구수 (명)",63730,76436,60431,37224,17998,6623,1498,462,64016,76713,62991,39224,19526,7232,1581,513,65799,74047,65753,42729,21174,7503,1714,557,69969,69781,66086,46144,22715,8089,1832,586,74278,65351,66900,49234,24434,8491,2018,640,78709,61896,71193,51206,26427,9337,2299,632,81054,62310,71667,53513,27989,10120,2529,677,84256,64417,69146,56360,30801,11109,2547,730,91301,68561,65374,57121,33635,12208,2747,781,97157,72716,61288,58014,36258,13236,2896,492
"경상남도","총인구수 (명)",121333,121570,88818,52168,22469,6703,1318,452,127221,122809,92664,55225,24255,7597,1385,489,134037,121724,96749,59367,26816,8294,1474,556,143306,117531,99271,63697,28801,9153,1664,596,150374,115340,103023,67908,31329,9794,1871,639,160138,116076,109248,71190,34328,10670,2157,653,164221,122292,110731,74564,36613,11624,2442,678,174112,128970,110412,78363,40032,13007,2642,719,192418,138249,106942,81352,43296,14293,2881,827,208161,144807,104913,84787,46635,15664,3018,394
"경상남도","남자인구수 (명)",55846,49656,32027,14990,5495,1400,236,69,59939,50697,33774,16173,5924,1550,254,83,64174,51022,35740,17598,6533,1716,304,90,69131,50134,37082,19486,6890,1797,340,93,72692,50324,39052,21428,7522,1900,349,105,77925,52007,42001,23050,8306,2060,374,117,79856,56152,43170,24487,9065,2275,416,131,85384,60265,43914,26175,10113,2598,455,146,94146,64986,43450,27592,11395,2795,458,177,102209,68258,43826,29235,12655,3026,471,59
"경상남도","여자인구수 (명)",65487,71914,56791,37178,16974,5303,1082,383,67282,72112,58890,39052,18331,6047,1131,406,69863,70702,61009,41769,20283,6578,1170,466,74175,67397,62189,44211,21911,7356,1324,503,77682,65016,63971,46480,23807,7894,1522,534,82213,64069,67247,48140,26022,8610,1783,536,84365,66140,67561,50077,27548,9349,2026,547,88728,68705,66498,52188,29919,10409,2187,573,98272,73263,63492,53760,31901,11498,2423,650,105952,76549,61087,55552,33980,12638,2547,335
"제주특별자치도","총인구수 (명)",23162,21043,15979,8806,4065,2102,582,186,24264,21291,16369,10123,3869,2602,597,190,24933,21442,16973,11110,4612,2520,620,201,26021,21703,17555,12094,5232,2425,650,213,26425,22119,18575,12907,5831,2346,755,231,27257,22855,19441,13565,6535,2323,899,242,27275,24096,19779,13929,7539,2180,1162,247,29081,24618,19962,14466,8258,2684,1058,270,32316,25452,20139,15017,8875,3057,1002,296,35224,25461,20322,15800,9430,3307,906,195
"제주특별자치도","남자인구수 (명)",11028,9181,5904,2289,729,274,60,21,11717,9381,6272,2803,737,318,62,21,12037,9615,6641,3313,879,335,69,21,12508,9905,6965,3852,1023,324,75,24,12711,10223,7552,4231,1224,329,82,26,13198,10615,8061,4631,1455,308,100,27,13068,11363,8327,4936,1826,313,114,27,14044,11563,8546,5223,2159,439,110,34,15692,11921,8773,5505,2470,502,96,40,17157,11974,8939,5927,2696,580,82,10
"제주특별자치도","여자인구수 (명)",12134,11862,10075,6517,3336,1828,522,165,12547,11910,10097,7320,3132,2284,535,169,12896,11827,10332,7797,3733,2185,551,180,13513,11798,10590,8242,4209,2101,575,189,13714,11896,11023,8676,4607,2017,673,205,14059,12240,11380,8934,5080,2015,799,215,14207,12733,11452,8993,5713,1867,1048,220,15037,13055,11416,9243,6099,2245,948,236,16624,13531,11366,9512,6405,2555,906,256,18067,13487,11383,9873,6734,2727,824,185
